Chr,Start,End,Center,Experiment Insertions,Background insertions,Reference Insertions,pvalue Reference,pvalue Background,Fraction Experiment,TPH Experiment,Fraction background,TPH background,TPH background subtracted,pvalue_adj Reference,Nearest Refseq1,Gene Name1,Direction1,Distance1,Nearest Refseq2,Gene Name2,Direction2,Distance2
chr6,35601468,35602803,35602017.0,23,8,11,3.704238926705017e-08,0.0059442778497930115,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,0.00014768094594838852,NM_001145776,FKBP5,-,0,NR_049873,MIR5690,-,61914
chr6,36557729,36558475,36557973.0,28,10,4,1.2207901356475759e-11,0.00010875343886906919,2.74412145481559e-05,2744.12145481559,7.443804856189412e-06,744.3804856189412,1999.7409691966486,1.09542689057026e-07,NM_007271,STK38,-,-10214,NR_036610,SRSF3,+,35838
chr6,38390566,38391618,38391189.0,21,8,12,1.235105632213518e-07,0.0004846009878644031,2.0580910911116924e-05,2058.0910911116925,5.95504388495153e-06,595.504388495153,1462.5867026165397,0.0004343556383718295,NM_052893,BTBD9,-,0,NR_144472,BTBD9-AS1,+,89978
chr6,41456914,41458105,41457114.0,23,8,9,1.3732566084279085e-08,0.0033308265966903727,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,6.0105016161771406e-05,NR_120347,LINC01276,+,44339,NR_126417,FOXP4-AS1,-,65790
chr6,42224189,42225296,42224794.0,37,20,13,4.440892098500626e-16,0.0002795850305810088,3.626160493863458e-05,3626.160493863458,1.4887609712378825e-05,1488.7609712378824,2137.3995226255756,9.473928632031923e-12,NM_033502,TRERF1,-,0,NM_018141,MRPS10,-,-6295
chr6,44203270,44204499,44204026.0,23,8,4,5.4082782696696086e-09,0.0033308265966903727,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,2.670130264030995e-05,NM_001315494,MYMX,+,12440,NM_001347931,MYMX,+,12463
chr6,47460275,47460787,47460475.0,22,7,3,1.2292301398986183e-08,0.000286919747219061,2.156095428783678e-05,2156.095428783678,5.210663399332588e-06,521.0663399332589,1635.0290888504192,5.484446921497638e-05,NM_012120,CD2AP,+,17002,NM_014452,TNFRSF21,-,-150329
chr6,49541320,49542570,49542243.0,26,15,19,4.913972562192725e-10,0.00014650734686871836,2.5481127794716194e-05,2548.1127794716194,1.1165707284284118e-05,1116.5707284284117,1431.5420510432077,3.1075430658800792e-06,NR_146860,C6orf141,+,7830,NM_001010904,GLYATL3,+,-13257
chr6,51472085,51473277,51472587.0,31,9,18,1.481703648664734e-12,3.822422692345562e-05,3.0381344678315463e-05,3038.1344678315463,6.699424370570471e-06,669.9424370570471,2368.1920307744995,1.657317428818386e-08,NM_138694,PKHD1,-,142070,NR_125840,LOC101927082,+,148593
chr6,52922656,52923115,52922882.0,36,17,4,1.1102230246251565e-16,2.1939093037492974e-05,3.528156156191473e-05,3528.156156191473,1.2654468255522001e-05,1265.4468255522002,2262.709330639273,2.483616707355591e-12,NM_000847,GSTA3,-,-12959,NM_001512,GSTA4,-,54833
chr6,53672905,53674079,53673436.0,25,15,16,3.0093252334495446e-09,0.00285025992490362,2.450108441799634e-05,2450.108441799634,1.1165707284284118e-05,1116.5707284284117,1333.5377133712223,1.5839976742109186e-05,NM_001003760,KLHL31,-,-7198,NR_125841,LINC01564,+,-41512
chr6,67086101,67087703,67086972.0,37,19,16,1.1102230246251565e-16,7.837211253747256e-06,3.626160493863458e-05,3626.160493863458,1.4143229226759883e-05,1414.3229226759884,2211.8375711874696,2.483616707355591e-12,NR_125869,LOC102723883,+,967648,NR_125854,LINC02549,-,1139267
chr6,77725929,77726388,77726159.0,20,12,4,1.0106530978770678e-07,0.004055096703588612,1.960086753439707e-05,1960.0867534397073,8.932565827427295e-06,893.2565827427295,1066.8301706969778,0.0003621422994017252,NM_001282136,MEI4,+,0,NM_000863,HTR1B,-,-261908
chr6,78858772,78859231,78858998.0,26,9,5,7.6313066976752e-11,3.5836971554736863e-06,2.5481127794716194e-05,2548.1127794716194,6.699424370570471e-06,669.9424370570471,1878.1703424145724,5.86707608117003e-07,NM_001010844,IRAK1BP1,+,8313,NM_017934,PHIP,-,75188
chr6,81787144,81788504,81787796.0,52,18,15,0.0,1.575734320802269e-09,5.096225558943239e-05,5096.225558943239,1.3398848741140941e-05,1339.8848741140941,3756.3406848291447,0.0,NR_126363,LINC01526,-,24782,NM_017633,FAM46A,-,-34434
chr6,83089475,83090772,83090277.0,41,12,21,0.0,5.749889453454671e-10,4.0181778445513996e-05,4018.1778445513996,8.932565827427295e-06,893.2565827427295,3124.9212618086704,0.0,NM_015018,DOPEY1,+,0,NR_146809,UBE3D,-,-23635
chr6,85344862,85345685,85345313.0,23,11,6,4.6671114750651554e-09,0.0022970889606324096,2.2540997664556634e-05,2254.0997664556635,8.188185341808353e-06,818.8185341808353,1435.2812322748282,2.341800967805193e-05,NR_134634,LINC02535,-,41534,NM_001204813,NT5E,+,103899
chr6,85886363,85887604,85887199.0,27,7,18,2.5977231477014584e-10,2.6065821432386116e-06,2.6461171171436047e-05,2646.117117143605,5.210663399332588e-06,521.0663399332589,2125.050777210346,1.7654334768065214e-06,NR_003038,SNHG5,-,-207631,NR_003044,SNORD50B,-,-208705
chr6,86777322,86778438,86777965.0,23,5,15,9.362404851387396e-09,4.331913387223274e-06,2.2540997664556634e-05,2254.0997664556635,3.721902428094706e-06,372.1902428094706,1881.9095236461928,4.370943183880866e-05,NM_000865,HTR1E,+,158868,NM_001252383,CGA,-,307060
chr6,87705330,87706854,87706530.0,30,11,13,4.6521675400867935e-12,2.031306324545845e-05,2.940130130159561e-05,2940.130130159561,8.188185341808353e-06,818.8185341808353,2121.3115959787256,4.6396974266000844e-08,NM_018064,AKIRIN2,-,-3064,NM_181837,ORC3,+,-37877
chr6,88380547,88382031,88381798.0,32,19,11,3.042011087472929e-14,0.0003249207046089886,3.136138805503532e-05,3136.138805503532,1.4143229226759883e-05,1414.3229226759884,1721.8158828275434,4.5158332168397327e-10,NR_110867,LOC101928936,-,143893,NM_016083,CNR1,-,-214500
chr6,93165745,93166455,93166002.0,24,8,7,1.49821266504091e-09,4.1642515597906105e-05,2.3521041041276488e-05,2352.1041041276485,5.95504388495153e-06,595.504388495153,1756.5997156324956,8.48199540040108e-06,NM_004440,EPHA7,-,73566,NM_001288630,EPHA7,-,243199
chr6,93173349,93173808,93173575.0,26,14,5,8.92749207892507e-11,0.0010066970664542874,2.5481127794716194e-05,2548.1127794716194,1.0421326798665176e-05,1042.1326798665177,1505.9800996051017,6.703614263055627e-07,NM_004440,EPHA7,-,66213,NM_001288630,EPHA7,-,235846
chr6,99142411,99142879,99142646.0,21,11,4,3.688082972352902e-08,0.004595321118007867,2.0580910911116924e-05,2058.0910911116925,8.188185341808353e-06,818.8185341808353,1239.2725569308573,0.00014721904062360894,NR_039672,MIR548AI,+,-17716,NR_144463,FAXC,-,128282
chr6,99429346,99429814,99429581.0,24,6,5,1.0608798284295062e-09,5.477366534778483e-06,2.3521041041276488e-05,2352.1041041276485,4.466282913713647e-06,446.62829137136475,1905.4758127562836,6.305270753270779e-06,NR_125843,LOC101927365,+,0,NM_001080481,USP45,-,2492
chr6,101606301,101607701,101606839.0,26,2,15,1.7792056716814386e-10,1.8980564897574936e-09,2.5481127794716194e-05,2548.1127794716194,1.4887609712378825e-06,148.87609712378824,2399.236682347831,1.245963034092528e-06,NM_001166247,GRIK2,+,0,NM_006828,ASCC3,-,-724930
chr6,102794241,102795632,102795300.0,21,2,10,5.975775840827424e-08,3.3662001353018667e-07,2.0580910911116924e-05,2058.0910911116925,1.4887609712378825e-06,148.87609712378824,1909.2149939879043,0.00022514640583207833,NM_001166247,GRIK2,+,-724159,NM_006828,ASCC3,-,-1912870
chr6,106129116,106130035,106129478.0,25,13,6,4.919834539762746e-10,0.0011186946523883412,2.450108441799634e-05,2450.108441799634,9.676946313046236e-06,967.6946313046236,1482.4138104950102,3.1075430658800792e-06,NM_001198,PRDM1,+,-19178,NM_001286106,ATG5,-,54442
chr6,108684502,108685665,108685203.5,28,15,13,7.316791617029139e-11,0.001514958923993892,2.74412145481559e-05,2744.12145481559,1.1165707284284118e-05,1116.5707284284117,1627.5507263871782,5.65225135280189e-07,NM_201559,FOXO3,+,0,NR_033376,LINC00222,+,65989
chr6,108947183,108948123,108947671.0,34,20,8,7.549516567451064e-15,0.0008046835441102296,3.332147480847502e-05,3332.1474808475023,1.4887609712378825e-05,1488.7609712378824,1843.38650960962,1.273276167456856e-10,NM_001286609,ARMC2,+,0,NR_104137,ARMC2-AS1,-,-23081
chr6,109229375,109230833,109229704.0,31,20,7,3.049782648645305e-13,0.002947849074161013,3.0381344678315463e-05,3038.1344678315463,1.4887609712378825e-05,1488.7609712378824,1549.373496593664,3.867871235020616e-09,NM_001277339,C6orf183,+,5781,NM_001350658,CEP57L1,+,-62250
chr6,109877471,109878792,109878241.0,56,44,22,0.0,0.0019230999965245132,5.48824290963118e-05,5488.24290963118,3.275274136723341e-05,3275.274136723341,2212.9687729078387,0.0,NM_014845,FIG4,+,-52041,NM_001286099,GPR6,+,99464
chr6,109893121,109893732,109893519.0,21,12,4,4.3189891885120346e-08,0.006486977780467473,2.0580910911116924e-05,2058.0910911116925,8.932565827427295e-06,893.2565827427295,1164.834508368963,0.00016925719307177292,NM_014845,FIG4,+,-67691,NM_001286099,GPR6,+,84524
chr6,111600103,111601219,111600805.0,38,17,15,1.1102230246251565e-16,2.0962649945888145e-06,3.7241648315354436e-05,3724.1648315354437,1.2654468255522001e-05,1265.4468255522002,2458.7180059832435,2.483616707355591e-12,NR_034108,TRAF3IP2-AS1,+,0,NR_034110,TRAF3IP2-AS1,+,-21924
chr6,114363782,114364968,114364338.0,34,0,16,8.548717289613705e-15,4.440892098500626e-16,3.332147480847502e-05,3332.1474808475023,0.0,0.0,3332.1474808475023,1.4268571010963105e-10,NR_125845,HDAC2-AS2,+,-23054,NM_153612,HS3ST5,-,-300906
chr6,116072555,116074074,116073744.0,30,9,17,5.956346527113965e-12,2.1036692930964662e-06,2.940130130159561e-05,2940.130130159561,6.699424370570471e-06,669.9424370570471,2270.1876931025135,5.7105444149840344e-08,NM_002031,FRK,-,-11798,NM_152729,NT5DC1,+,26762
chr6,119682793,119683590,119683237.0,26,17,4,1.1210388173310548e-10,0.002857112157477082,2.5481127794716194e-05,2548.1127794716194,1.2654468255522001e-05,1265.4468255522002,1282.6659539194193,8.151804573135112e-07,NR_134600,LOC105377975,+,0,NR_046100,LOC285762,-,-191492
chr6,122568711,122569527,122569324.0,27,4,4,3.089284383861468e-11,6.191840262737003e-09,2.6461171171436047e-05,2646.117117143605,2.977521942475765e-06,297.7521942475765,2348.3649228960285,2.5714836009501473e-07,NM_001270394,PKIB,+,0,NM_032471,PKIB,+,40705
chr6,122651839,122653156,122652444.0,35,26,11,3.4416913763379853e-15,0.0005870581374842754,3.4301518185194876e-05,3430.1518185194877,1.9353892626092473e-05,1935.3892626092472,1494.7625559102405,6.125339768859314e-11,NM_001270394,PKIB,+,0,NM_001319042,FABP7,+,96045
chr6,122773109,122773976,122773426.0,27,6,11,2.0048895876811912e-10,9.765338848666261e-08,2.6461171171436047e-05,2646.117117143605,4.466282913713647e-06,446.62829137136475,2199.48882577224,1.3881321349528335e-06,NM_001319042,FABP7,+,0,NM_001319039,FABP7,+,5499
chr6,125154654,125155132,125154854.0,25,18,2,2.8066537982596174e-10,0.005185551674374067,2.450108441799634e-05,2450.108441799634,1.3398848741140941e-05,1339.8848741140941,1110.2235676855398,1.8862072962066064e-06,NM_001300994,TPD52L1,+,0,NM_001318907,TPD52L1,+,48507
chr6,125197419,125198189,125197860.0,23,16,3,4.4382920671992565e-09,0.0051066411663189815,2.2540997664556634e-05,2254.0997664556635,1.191008776990306e-05,1191.008776990306,1063.0909894653576,2.2339463506774666e-05,NM_001300994,TPD52L1,+,0,NM_001318907,TPD52L1,+,5450
chr6,125387663,125388157,125387919.0,21,13,5,8.806425955132369e-08,0.0024212842843233107,2.0580910911116924e-05,2058.0910911116925,9.676946313046236e-06,967.6946313046236,1090.3964598070688,0.00031982536413932376,NM_016063,HDDC2,-,-85528,NM_001300994,TPD52L1,+,-123258
chr6,125583779,125585183,125584946.0,37,19,8,2.220446049250313e-16,3.237068872286031e-06,3.626160493863458e-05,3626.160493863458,1.4143229226759883e-05,1414.3229226759884,2211.8375711874696,4.93297663254076e-12,NR_038906,LINC02523,+,89170,NM_012259,HEY2,+,164403
chr6,126040573,126042863,126041236.0,46,12,26,0.0,1.815214645262131e-13,4.508199532911327e-05,4508.199532911327,8.932565827427295e-06,893.2565827427295,3614.9429501685972,0.0,NR_146799,TRMT11,+,0,NM_001350589,TRMT11,+,-1300
chr6,128598211,128599686,128599075.0,30,20,15,4.1171510645199305e-12,0.001399171518965292,2.940130130159561e-05,2940.130130159561,1.4887609712378825e-05,1488.7609712378824,1451.3691589216785,4.184284608109211e-08,NM_001291981,PTPRK,-,-77538,NM_000426,LAMA2,+,283455
chr6,134643791,134645212,134645009.0,26,8,9,3.391560365884061e-10,1.2666709496067519e-05,2.5481127794716194e-05,2548.1127794716194,5.95504388495153e-06,595.504388495153,1952.6083909764666,2.248019722666192e-06,NR_125856,LOC101928304,-,-103787,NR_038216,LINC01010,+,-139772
chr6,135094458,135097253,135095330.0,36,16,36,3.7403413699621524e-13,1.9955258342418958e-06,3.528156156191473e-05,3528.156156191473,1.191008776990306e-05,1191.008776990306,2337.1473792011675,4.6520921812342155e-09,NM_001145158,HBS1L,-,-39561,NR_134958,MYB,+,84062
chr6,135210231,135212860,135211566.0,78,47,27,0.0,2.477166249903462e-10,7.644338338414858e-05,7644.338338414858,3.498588282409024e-05,3498.5882824090236,4145.750056005834,0.0,NR_134958,MYB,+,0,NR_030317,MIR548A2,+,26300
chr6,137236936,137237871,137237589.0,21,9,6,5.656732404712983e-08,0.0018682386480483038,2.0580910911116924e-05,2058.0910911116925,6.699424370570471e-06,669.9424370570471,1388.1486540546455,0.0002143796432713286,NM_000416,IFNGR1,-,-17507,NM_181309,IL22RA2,-,-63289
chr6,138188493,138189102,138188837.0,23,0,5,8.41943292861913e-09,2.4625955163948277e-08,2.2540997664556634e-05,2254.0997664556635,0.0,0.0,2254.0997664556635,3.970991641163076e-05,NM_020340,ARFGEF3,+,0,NM_021635,PBOV1,-,26884
chr6,138555219,138556231,138555817.0,30,9,10,4.342859405426225e-12,2.8945024582727186e-06,2.940130130159561e-05,2940.130130159561,6.699424370570471e-06,669.9424370570471,2270.1876931025135,4.371823563373289e-08,NM_020464,NHSL1,-,0,NM_001144060,NHSL1,-,-55778
chr6,138582161,138583147,138582923.0,22,5,8,5.057742136216348e-08,2.3761115065523697e-05,2.156095428783678e-05,2156.095428783678,3.721902428094706e-06,372.1902428094706,1783.9051859742074,0.00019327066629375378,NM_020464,NHSL1,-,-9631,NM_001144060,NHSL1,-,-82720
chr6,142374574,142375693,142375145.0,43,24,17,0.0,2.609362611871724e-06,4.214186519895371e-05,4214.186519895371,1.786513165485459e-05,1786.513165485459,2427.673354409912,0.0,NM_001032395,ADGRG6,+,0,NR_027311,LOC153910,-,150762
chr6,144340853,144341753,144341286.0,22,6,8,2.4314696922544954e-08,5.587028243281278e-05,2.156095428783678e-05,2156.095428783678,4.466282913713647e-06,446.62829137136475,1709.4671374123131,9.990555409931735e-05,NM_007124,UTRN,+,0,NR_132778,SNORA98,+,63902
chr6,151999137,151999668,151999444.5,24,9,11,9.280508661557718e-08,1.2845442338704771e-06,2.3521041041276488e-05,2352.1041041276485,6.699424370570471e-06,669.9424370570471,1682.1616670706014,0.00033515350148923386,NM_001122742,ESR1,+,0,NM_001347701,SYNE1,-,122016
chr6,154167461,154168189,154167755.0,27,11,5,2.51749732171902e-11,5.8108206788198835e-05,2.6461171171436047e-05,2646.117117143605,8.188185341808353e-06,818.8185341808353,1827.2985829627696,2.1285353956275567e-07,NM_001008503,OPRM1,+,0,NM_001145279,OPRM1,+,-35108
chr7,7764814,7766314,7765520.0,31,22,20,1.350586309456503e-11,0.001413789020198175,3.0381344678315463e-05,3038.1344678315463,1.6376370683616706e-05,1637.6370683616706,1400.4973994698757,1.2051801671128062e-07,NM_001302348,UMAD1,+,0,NM_002947,RPA3,-,-46208
chr7,11261245,11261905,11261490.0,25,11,4,2.3724044950768075e-10,7.627545865929175e-05,2.450108441799634e-05,2450.108441799634,8.188185341808353e-06,818.8185341808353,1631.2899076187987,1.6157137930189668e-06,NR_033436,PHF14,+,-91623,NM_015204,THSD7A,-,108530
chr7,17408194,17409125,17408663.0,39,21,15,0.0,3.677064894513915e-05,3.822169169207429e-05,3822.169169207429,1.5631990197997764e-05,1563.1990197997766,2258.9701494076526,0.0,NR_110014,KCCAT333,+,0,NR_110013,LOC101927630,-,54320
chr7,23039831,23040299,23040066.0,26,14,5,7.906020282888448e-11,0.0006116879485525972,2.5481127794716194e-05,2548.1127794716194,1.0421326798665176e-05,1042.1326798665177,1505.9800996051017,6.035069950265507e-07,NM_032581,FAM126A,-,-25681,NR_046220,KLHL7-AS1,-,60929
chr7,23045296,23045764,23045526.0,28,19,4,4.8586690226670726e-12,0.003496546159536984,2.74412145481559e-05,2744.12145481559,1.4143229226759883e-05,1414.3229226759884,1329.7985321396015,4.83068968728901e-08,NM_032581,FAM126A,-,-31146,NR_046220,KLHL7-AS1,-,55464
chr7,23638260,23638754,23638495.0,24,17,6,8.977129040133036e-10,0.0019144567560598347,2.3521041041276488e-05,2352.1041041276485,1.2654468255522001e-05,1265.4468255522002,1086.6572785754483,5.435790003082751e-06,NM_138771,CCDC126,+,0,NM_001127364,FAM221A,+,41360
chr7,31540395,31541248,31540924.0,28,12,11,9.6632701840349e-12,0.0001094612132742645,2.74412145481559e-05,2744.12145481559,8.932565827427295e-06,893.2565827427295,1850.8648720728604,8.868574957600956e-08,NM_001257967,CCDC129,+,0,NM_194300,CCDC129,+,11754
chr7,77685038,77685900,77685386.0,21,8,11,1.1690059886770854e-07,0.0003769631523982131,2.0580910911116924e-05,2058.0910911116925,5.95504388495153e-06,595.504388495153,1462.5867026165397,0.0004129131677167785,NR_134251,APTR,-,0,NM_198467,RSBN1L,+,10526
chr7,80883317,80884658,80883799.0,47,43,15,0.0,8.400002724096023e-05,4.606203870583312e-05,4606.203870583312,3.200836088161447e-05,3200.836088161447,1405.3677824218648,0.0,NM_001350121,SEMA3C,-,0,NM_001001548,CD36,+,-204041
chr7,80941893,80943085,80942180.0,37,34,8,3.3306690738754696e-16,0.0005951284321837891,3.626160493863458e-05,3626.160493863458,2.5308936511044003e-05,2530.8936511044003,1095.266842759058,7.20082159448064e-12,NM_001350120,SEMA3C,-,-19515,NM_001350121,SEMA3C,-,-22543
chr7,83676794,83677384,83677181.0,20,14,7,1.3527383868616738e-07,0.004475257738649541,1.960086753439707e-05,1960.0867534397073,1.0421326798665176e-05,1042.1326798665177,917.9540735731896,0.0004685626860870708,NM_012431,SEMA3E,-,-27632,NM_001178129,SEMA3E,-,-35364
chr7,84528830,84530078,84529432.0,24,15,16,3.113946767108189e-09,0.0021828513385280246,2.3521041041276488e-05,2352.1041041276485,1.1165707284284118e-05,1116.5707284284117,1235.5333756992368,1.633727606946226e-05,NR_110079,LOC101927378,+,2398,NM_006080,SEMA3A,-,-333930
chr7,87316041,87317509,87317162.0,23,16,8,6.048301748329266e-09,0.009300845534600977,2.2540997664556634e-05,2254.0997664556635,1.191008776990306e-05,1191.008776990306,1063.0909894653576,2.9565475645776166e-05,NR_015381,TP53TG1,-,7839,NM_001243745,CROT,+,28126
chr7,88805913,88807143,88806796.0,27,8,22,4.144584675458418e-10,1.7356154669023738e-07,2.6461171171436047e-05,2646.117117143605,5.95504388495153e-06,595.504388495153,2050.612728648452,2.675576089701517e-06,NM_181646,ZNF804B,+,0,NM_152706,TEX47,-,-10197
chr7,92134885,92135696,92135121.0,22,9,9,2.6051708790220118e-08,2.5570644600736436e-05,2.156095428783678e-05,2156.095428783678,6.699424370570471e-06,669.9424370570471,1486.152991726631,0.00010649931941333154,NR_122109,CYP51A1-AS1,+,0,NM_001146152,CYP51A1,-,-141
chr7,93551456,93552626,93552093.0,31,23,11,4.4630965589931293e-13,0.0009802577149861103,3.0381344678315463e-05,3038.1344678315463,1.7120751169235648e-05,1712.0751169235648,1326.0593509079815,5.425343545486809e-09,NM_001164737,CALCR,-,0,NR_030164,MIR489,-,-67438
chr7,99162382,99163041,99162742.0,24,7,4,1.4498645617422312e-09,7.181237521969308e-05,2.3521041041276488e-05,2352.1041041276485,5.210663399332588e-06,521.0663399332589,1831.0377641943896,8.26638868504751e-06,NM_001145715,KPNA7,-,10533,NM_181349,SMURF1,-,-18263
chr7,99829233,99830024,99829744.0,23,4,10,2.4710537060990134e-08,3.0084419346820823e-06,2.2540997664556634e-05,2254.0997664556635,2.977521942475765e-06,297.7521942475765,1956.347572208087,0.00010140266353773768,NM_001278921,CYP3A43,+,0,NM_017460,CYP3A4,-,-45046
chr7,99955420,99956201,99955998.0,21,10,3,5.266404645709599e-08,0.00431587367110986,2.0580910911116924e-05,2058.0910911116925,7.443804856189412e-06,744.3804856189412,1313.7106054927513,0.00020029386628358267,NM_001185,AZGP1,-,10526,NR_036679,AZGP1P1,+,24561
chr7,102992716,102993514,102993260.0,27,5,7,4.91284790626878e-11,7.680045932545454e-08,2.6461171171436047e-05,2646.117117143605,3.721902428094706e-06,372.1902428094706,2273.9268743341345,3.9564908250189215e-07,NR_105043,FBXL13,-,0,NM_001085386,NFE4,+,-14050
chr7,104747835,104748365,104748132.0,28,17,6,8.96993590515649e-12,0.0013995489858596999,2.74412145481559e-05,2744.12145481559,1.2654468255522001e-05,1265.4468255522002,1478.6746292633898,8.279435893578401e-08,NM_199000,LHFPL3,+,0,NR_034141,LHFPL3-AS1,-,48141
chr7,106568570,106569354,106568770.0,25,3,8,1.1288090462358014e-09,6.989899659082255e-08,2.450108441799634e-05,2450.108441799634,2.2331414568568237e-06,223.31414568568238,2226.7942961139515,6.659853462672764e-06,NM_175884,CCDC71L,-,85008,NM_005746,NAMPT,-,-283379
chr7,107948775,107949990,107949685.0,26,10,11,2.0175042747538896e-09,5.468840358791027e-06,2.5481127794716194e-05,2548.1127794716194,7.443804856189412e-06,744.3804856189412,1803.7322938526781,1.1071671644709104e-05,NM_002291,LAMB1,-,0,NM_001289750,DLD,+,-27578
chr7,108201220,108202296,108201919.0,45,35,11,0.0,1.585633613598869e-05,4.4101951952393415e-05,4410.195195239341,2.605331699666294e-05,2605.3316996662943,1804.8634955730467,0.0,NM_001193582,NRCAM,-,0,NM_007356,LAMB4,-,-70865
chr7,108350524,108351911,108351685.0,35,29,10,1.3211653993039363e-14,0.00031409963537887275,3.4301518185194876e-05,3430.1518185194877,2.1587034082949294e-05,2158.7034082949294,1271.4484102245583,2.0862380341786965e-10,NM_001193582,NRCAM,-,0,NM_001037132,NRCAM,-,-110355
chr7,116316141,116317450,116317204.0,34,7,11,1.2434497875801753e-14,1.7157815168644674e-09,3.332147480847502e-05,3332.1474808475023,5.210663399332588e-06,521.0663399332589,2811.0811409142434,2.0027885128115489e-10,NR_130922,LOC102724434,-,-29415,NR_130923,LOC102724434,-,-29478
chr7,116338842,116339826,116339444.0,25,5,18,7.848742877847315e-09,8.863862103192233e-07,2.450108441799634e-05,2450.108441799634,3.721902428094706e-06,372.1902428094706,2077.9181989901635,3.7401605147352696e-05,NR_130922,LOC102724434,-,-52116,NR_130923,LOC102724434,-,-52179
chr7,116710501,116711573,116711088.0,30,13,17,5.901734656532653e-11,0.00020141419066777022,2.940130130159561e-05,2940.130130159561,9.676946313046236e-06,967.6946313046236,1972.4354988549371,4.659682774986326e-07,NM_001324402,MET,+,0,NR_120506,LINC01510,-,-95682
chr7,116809588,116811065,116810503.0,25,7,18,2.2764039764311406e-08,2.2491509173772073e-05,2.450108441799634e-05,2450.108441799634,5.210663399332588e-06,521.0663399332589,1929.042101866375,9.437677912798769e-05,NM_001324402,MET,+,-11203,NM_001324401,MET,+,-39680
chr7,117124325,117125524,117124729.0,28,8,15,1.0042855436154241e-10,5.129583488416856e-06,2.74412145481559e-05,2744.12145481559,5.95504388495153e-06,595.504388495153,2148.617066320437,7.488766670465735e-07,NM_018412,ST7,+,0,NR_109980,ST7-AS2,-,-33545
chr7,117509656,117511139,117509868.0,26,13,15,9.720992899531211e-10,0.0026278602034677245,2.5481127794716194e-05,2548.1127794716194,9.676946313046236e-06,967.6946313046236,1580.4181481669957,5.8102179344047334e-06,NM_000492,CFTR,+,0,NM_130768,ASZ1,-,-82134
chr7,123780612,123781080,123780847.0,25,5,5,4.78140194104526e-10,3.855090606741385e-07,2.450108441799634e-05,2450.108441799634,3.721902428094706e-06,372.1902428094706,2077.9181989901635,3.0319942699942166e-06,NR_125730,RNU6-2,-,9527,NM_003941,WASL,-,-31542
chr7,125221692,125222151,125221922.0,28,18,5,5.455302876100632e-12,0.0010052986184645452,2.74412145481559e-05,2744.12145481559,1.3398848741140941e-05,1339.8848741140941,1404.2365807014958,5.325271599243564e-08,NR_110188,LOC101928283,+,0,NR_110183,LOC101928254,-,7428
chr7,134589057,134589904,134589662.0,29,8,4,1.8951507030351422e-12,2.668390929772002e-05,2.8421257924875754e-05,2842.1257924875754,5.95504388495153e-06,595.504388495153,2246.6214039924225,2.0835933638282015e-08,NM_001080538,AKR1B15,+,-9218,NM_020299,AKR1B10,+,-47644
chr7,135519961,135521222,135520853.0,29,2,8,4.63040716880414e-12,8.737799372937616e-11,2.8421257924875754e-05,2842.1257924875754,1.4887609712378825e-06,148.87609712378824,2693.249695363787,4.6323369844626916e-08,NM_001190849,CNOT4,-,-9835,NM_001329434,NUP205,+,36692
chr7,138245400,138246272,138245722.0,23,11,7,8.773171189524476e-09,0.0019120324572939884,2.2540997664556634e-05,2254.0997664556635,8.188185341808353e-06,818.8185341808353,1435.2812322748282,4.131781407310695e-05,NR_039678,MIR4468,+,-121580,NM_001190906,AKR1D1,+,-127097
chr7,143824435,143825263,143824783.0,61,44,9,0.0,0.00018780054884270925,5.9782645979911074e-05,5978.264597991107,3.275274136723341e-05,3275.274136723341,2702.9904612677656,0.0,NR_015421,LOC154761,-,0,NR_110549,TCAF2P1,+,-9047
chr7,151736088,151736965,151736406.0,24,9,6,2.2479151873255887e-09,0.0005526748937002557,2.3521041041276488e-05,2352.1041041276485,6.699424370570471e-06,669.9424370570471,1682.1616670706014,1.2149838264043267e-05,NM_001304527,PRKAG2,-,0,NM_001304531,PRKAG2,-,-103471
chr7,152698666,152699559,152699205.0,26,5,8,1.6441581429660346e-10,3.556986193364864e-07,2.5481127794716194e-05,2548.1127794716194,3.721902428094706e-06,372.1902428094706,2175.922536662149,1.1538988410846387e-06,NM_005431,XRCC2,-,-22502,NM_001040135,ACTR3B,+,60190
chr7,156747156,156748580,156747760.0,25,32,18,2.318661318501114e-08,0.009777481994327708,2.450108441799634e-05,2450.108441799634,2.382017553980612e-05,2382.017553980612,68.0908878190221,9.563637758083246e-05,NR_146959,LMBR1,-,0,NM_030936,RNF32,+,-70031
chr8,8289353,8290798,8290235.0,28,11,14,3.322475627953736e-11,0.0005356161519428637,2.74412145481559e-05,2744.12145481559,8.188185341808353e-06,818.8185341808353,1925.3029206347546,2.758461413480346e-07,NM_001080826,PRAG1,-,26938,NR_024361,FAM86B3P,+,-44489
chr8,9099844,9101171,9100346.0,37,12,15,1.1102230246251565e-16,9.024778502286779e-08,3.626160493863458e-05,3626.160493863458,8.932565827427295e-06,893.2565827427295,2732.9039111207285,2.483616707355591e-12,NM_024607,PPP1R3B,-,35083,NR_145772,SNORD3I,-,-41215
