"Chr","Start","End","Center","Experiment.Insertions","Background.insertions","Reference.Insertions","pvalue.Reference","pvalue.Background","Fraction.Experiment","TPH.Experiment","Fraction.background","TPH.background","TPH.background.subtracted","pvalue_adj.Reference","Nearest.Refseq1","Gene.Name1","Direction1","Distance1","Nearest.Refseq2","Gene.Name2","Direction2","Distance2"
"chr1",109137941,109138373,109138141,22,9,2,1.46812030310528e-08,0.000338694681088936,2.15609542878368e-05,2156.09542878368,6.69942437057047e-06,669.942437057047,1486.15299172663,6.35660966860991e-05,"NM_001267048","KIAA1324","+",0,"NM_001122961","C1orf194","-",-24085
"chr18",32633974,32634928,32634369,22,9,7,1.46707777037847e-08,0.000346265929751954,2.15609542878368e-05,2156.09542878368,6.69942437057047e-06,669.942437057047,1486.15299172663,6.35660966860991e-05,"NM_020805","KLHL14","-",37745,"NR_003558","WBP11P1","+",-119341
"chr17",66312304,66313650,66313210,24,10,12,1.47418953710954e-08,0.00047576229776547,2.35210410412765e-05,2352.10410412765,7.44380485618941e-06,744.380485618941,1607.72361850871,6.37432036490136e-05,"NM_002737","PRKCA","+",0,"NM_000042","APOH","-",-82867
"chr2",57140213,57141399,57140721,23,6,13,1.54753806436148e-08,1.9211377290107e-06,2.25409976645566e-05,2254.09976645566,4.46628291371365e-06,446.628291371365,1807.4714750843,6.6825058489629e-05,"NM_001348513","CCDC85A","+",-754040,"NM_001288837","VRK2","+",766252
"chr9",125539682,125541198,125540295,25,4,13,1.58302965180823e-08,1.06339599237337e-07,2.45010844179963e-05,2450.10844179963,2.97752194247576e-06,297.752194247576,2152.35624755206,6.82661299145279e-05,"NM_024117","MAPKAP1","-",0,"NM_001330777","GAPVD1","+",-172476
"chr4",54593497,54594140,54593937,22,4,7,1.64620370668445e-08,4.74138309569661e-06,2.15609542878368e-05,2156.09542878368,2.97752194247576e-06,297.752194247576,1858.3432345361,7.08955232740413e-05,"NR_134657","LINC02260","-",9071,"NM_000222","KIT","+",63788
"chr4",76702458,76703954,76703213,24,7,13,1.65311699884541e-08,1.68686248352978e-05,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,7.10982005246282e-05,"NM_020859","SHROOM3","+",0,"NR_039655","MIR548AH","+",-126833
"chr14",40367553,40368741,40367874,23,15,16,1.65655067441151e-08,0.00423035019002993,2.25409976645566e-05,2254.09976645566,1.11657072842841e-05,1116.57072842841,1137.52903802725,7.11508835014681e-05,"NR_109757","LINC02315","+",585970,"NM_203301","FBXO33","-",-935054
"chr1",8712085,8713309,8712688,24,13,18,1.6935756019798e-08,0.00643574614938325,2.35210410412765e-05,2352.10410412765,9.67694631304624e-06,967.694631304624,1384.40947282302,7.26442905037659e-05,"NM_012102","RERE","-",0,"NM_001201483","ENO1","-",147691
"chr2",236611369,236612167,236611876,23,8,4,1.72894509820054e-08,3.09912174956128e-06,2.25409976645566e-05,2254.09976645566,5.95504388495153e-06,595.504388495153,1658.59537796051,7.40628119751001e-05,"NM_020311","ACKR3","+",-29019,"NM_001270584","IQCA1","-",-103835
"chrX",134948490,134949199,134948856.5,22,11,7,1.7636011095945e-08,0.00109373327673823,2.15609542878368e-05,2156.09542878368,8.18818534180835e-06,818.818534180835,1337.27689460284,7.54470428364326e-05,"NR_134925","LINC02243","+",350,"NM_001306188","MOSPD1","-",-33147
"chr8",115930019,115931565,115930604,26,23,14,1.76630972070768e-08,0.00667308458138061,2.54811277947162e-05,2548.11277947162,1.71207511692356e-05,1712.07511692356,836.037662548055,7.54627014366568e-05,"NR_046215","LINC00536","-",18946,"NM_014112","TRPS1","-",-260992
"chr2",101396386,101397265,101396609,23,8,11,1.77146959323693e-08,0.000200259470521824,2.25409976645566e-05,2254.09976645566,5.95504388495153e-06,595.504388495153,1658.59537796051,7.55829059922786e-05,"NM_001145664","RFX8","-",96,"NM_153836","CREG2","-",-8884
"chr15",70323770,70324718,70324331,23,10,9,1.80890813439305e-08,0.00472742553853067,2.25409976645566e-05,2254.09976645566,7.44380485618941e-06,744.380485618941,1509.71928083672,7.705105506457e-05,"NR_146562","LINC02205","-",179189,"NM_001282980","TLE3","-",-225854
"chr9",71987928,71988568,71988354,22,8,6,1.81066303062138e-08,0.000494148719548781,2.15609542878368e-05,2156.09542878368,5.95504388495153e-06,595.504388495153,1560.59104028853,7.705105506457e-05,"NM_182505","C9orf85","+",-14474,"NM_001128618","C9orf57","-",62813
"chr1",116219262,116220480,116220003,26,2,11,1.86118546130487e-08,5.23499108506797e-08,2.54811277947162e-05,2548.11277947162,1.48876097123788e-06,148.876097123788,2399.23668234783,7.90023300398898e-05,"NM_152367","MAB21L3","+",-84023,"NM_018420","SLC22A15","+",-149209
"chr3",151855630,151856865,151856491,23,4,12,1.86142199432027e-08,2.80565556642909e-06,2.25409976645566e-05,2254.09976645566,2.97752194247576e-06,297.752194247576,1956.34757220809,7.90023300398898e-05,"NR_110203","AADACL2-AS1","-",0,"NM_033050","SUCNR1","+",16778
"chr6",10000041,10001084,10000811,23,2,13,1.8818828495526e-08,6.69250966867097e-08,2.25409976645566e-05,2254.09976645566,1.48876097123788e-06,148.876097123788,2105.22366933188,7.9765635030835e-05,"NM_001032280","TFAP2A","-",395599,"NR_145448","TFAP2A-AS2","+",403418
"chr4",83092906,83094427,83093394,23,5,13,1.89815922979619e-08,5.85541867048622e-06,2.25409976645566e-05,2254.09976645566,3.72190242809471e-06,372.190242809471,1881.90952364619,8.03498035431028e-05,"NM_001130716","PLAC8","-",0,"NM_001258006","COPS4","+",-17089
"chr2",218445404,218446027,218445679,22,4,6,1.95193180507758e-08,3.50893415901332e-06,2.15609542878368e-05,2156.09542878368,2.97752194247576e-06,297.752194247576,1858.3432345361,8.25175840529162e-05,"NM_007127","VIL1","+",0,"NM_020935","USP37","-",4224
"chr1",23555928,23556933,23556675,22,6,4,1.96841710708995e-08,7.69282035175678e-05,2.15609542878368e-05,2156.09542878368,4.46628291371365e-06,446.628291371365,1709.46713741231,8.31054351322064e-05,"NM_002167","ID3","-",997,"NM_004091","E2F2","-",-24709
"chr12",6363495,6364522,6364283,22,3,4,1.97519617328723e-08,1.67648332172199e-06,2.15609542878368e-05,2156.09542878368,2.23314145685682e-06,223.314145685682,1932.781283098,8.32824920320607e-05,"NM_001159576","SCNN1A","-",0,"NM_001270987","LTBR","+",10846
"chr12",60119348,60120199,60119729,23,4,11,1.98148308871993e-08,5.67435863518817e-07,2.25409976645566e-05,2254.09976645566,2.97752194247576e-06,297.752194247576,1956.34757220809,8.34383620389964e-05,"NM_001270622","SLC16A7","+",-329495,"NM_153377","LRIG3","-",-1198811
"chr17",61499548,61500357,61500154,29,22,6,2.02942704863318e-08,0.00731366519371568,2.84212579248758e-05,2842.12579248758,1.63763706836167e-05,1637.63706836167,1204.4887241259,8.53456734686437e-05,"NM_001321120","TBX4","+",-14439,"NM_203425","C17orf82","+",-86269
"chr14",75521163,75522339,75521910,23,6,8,2.04296086714351e-08,3.82716898776891e-05,2.25409976645566e-05,2254.09976645566,4.46628291371365e-06,446.628291371365,1807.4714750843,8.58028115474028e-05,"NM_006399","BATF","+",102,"NM_001135047","JDP2","+",-48463
"chr14",68210225,68211137,68210578.5,24,6,6,2.07547511399397e-08,6.68265847580951e-06,2.35210410412765e-05,2352.10410412765,4.46628291371365e-06,446.628291371365,1905.47581275628,8.70548848263487e-05,"NM_001321819","RAD51B","+",0,"NM_015346","ZFYVE26","-",-393637
"chr10",73591376,73592872,73591983,24,13,19,2.11291448781736e-08,0.00130398360053385,2.35210410412765e-05,2352.10410412765,9.67694631304624e-06,967.694631304624,1384.40947282302,8.83950672988904e-05,"NM_001350995","USP54","-",0,"NM_001320437","USP54","-",-27
"chr12",12883188,12884213,12883388,22,12,3,2.11020004803331e-08,0.000666167630384518,2.15609542878368e-05,2156.09542878368,8.93256582742729e-06,893.25658274273,1262.83884604095,8.83950672988904e-05,"NM_003979","GPRC5A","+",6809,"NR_003932","RPL13AP20","+",-7053
"chr17",61564123,61565575,61565117,29,15,6,2.13988666786236e-08,0.000148514879384609,2.84212579248758e-05,2842.12579248758,1.11657072842841e-05,1116.57072842841,1725.55506405916,8.93371866853056e-05,"NM_199290","NACA2","-",24858,"NM_001321120","TBX4","+",-79014
"chr9",125536613,125537993,125537062,25,18,14,2.14098062611967e-08,0.00837142513292144,2.45010844179963e-05,2450.10844179963,1.33988487411409e-05,1339.88487411409,1110.22356768554,8.93371866853056e-05,"NM_024117","MAPKAP1","-",0,"NM_001330777","GAPVD1","+",-169407
"chr3",189943640,189944630,189944295,22,4,5,2.17935988144902e-08,4.28450548806136e-06,2.15609542878368e-05,2156.09542878368,2.97752194247576e-06,297.752194247576,1858.3432345361,9.0821002836051e-05,"NM_018192","P3H2","-",12098,"NM_001329964","TP63","+",-46362
"chr20",56813466,56814800,56814521,33,12,15,2.19444042937056e-08,9.82668749172078e-06,3.23414314317552e-05,3234.14314317552,8.93256582742729e-06,893.25658274273,2340.88656043279,9.13313064810002e-05,"NM_003222","TFAP2C","+",-174185,"NR_136537","LINC01716","+",-217341
"chr9",83431841,83432897,83432584,23,7,11,2.22827423179695e-08,4.81024735984326e-05,2.25409976645566e-05,2254.09976645566,5.21066339933259e-06,521.066339933259,1733.0334265224,9.26197854245837e-05,"NM_001244959","FRMD3","-",0,"NM_001244961","FRMD3","-",-99881
"chr19",46924281,46925512,46924920,23,8,7,2.23176285230053e-08,0.000485942864487665,2.25409976645566e-05,2254.09976645566,5.95504388495153e-06,595.504388495153,1658.59537796051,9.26452501308699e-05,"NM_004491","ARHGAP35","+",0,"NM_021575","AP2S1","-",-73287
"chr7",116809588,116811065,116810503,25,7,18,2.27640397643114e-08,2.24915091737721e-05,2.45010844179963e-05,2450.10844179963,5.21066339933259e-06,521.066339933259,1929.04210186638,9.43767791279877e-05,"NM_001324402","MET","+",-11203,"NM_001324401","MET","+",-39680
"chr3",150497308,150498695,150498143,24,7,10,2.28467992302583e-08,2.04542078612313e-05,2.35210410412765e-05,2352.10410412765,5.21066339933259e-06,521.066339933259,1831.03776419439,9.45981412930577e-05,"NM_014779","TSC22D2","+",-37191,"NM_014445","SERP1","-",43298
"chr15",71679076,71680344,71680141,22,6,5,2.3012957872659e-08,0.00113119535715533,2.15609542878368e-05,2156.09542878368,4.46628291371365e-06,446.628291371365,1709.46713741231,9.51638096783403e-05,"NM_024817","THSD4","+",0,"NR_120346","THSD4-AS2","-",8357
"chr2",86263352,86264022,86263666,22,10,5,2.30709317206035e-08,0.00348108244352607,2.15609542878368e-05,2156.09542878368,7.44380485618941e-06,744.380485618941,1411.71494316474,9.52812324752721e-05,"NM_001164731","REEP1","-",0,"NM_016622","MRPL35","+",-49999
"chr7",156747156,156748580,156747760,25,32,18,2.31866131850111e-08,0.00977748199432771,2.45010844179963e-05,2450.10844179963,2.38201755398061e-05,2382.01755398061,68.0908878190221,9.56363775808325e-05,"NR_146959","LMBR1","-",0,"NM_030936","RNF32","+",-70031
"chr18",9348346,9349379,9348666,23,6,12,2.35433212925074e-08,1.78559476718965e-05,2.25409976645566e-05,2254.09976645566,4.46628291371365e-06,446.628291371365,1807.4714750843,9.69834906637445e-05,"NM_020648","TWSG1","+",0,"NM_001083625","ANKRD12","+",-62362
"chr1",151885549,151886045,151885749,24,3,9,2.38715897049602e-08,9.0330890523127e-07,2.35210410412765e-05,2352.10410412765,2.23314145685682e-06,223.314145685682,2128.78995844197,9.821015903366e-05,"NM_053055","THEM4","-",0,"NM_182578","THEM5","-",-31853
"chr6",144340853,144341753,144341286,22,6,8,2.4314696922545e-08,5.58702824328128e-05,2.15609542878368e-05,2156.09542878368,4.46628291371365e-06,446.628291371365,1709.46713741231,9.99055540993173e-05,"NM_007124","UTRN","+",0,"NR_132778","SNORA98","+",63902
"chr7",99829233,99830024,99829744,23,4,10,2.47105370609901e-08,3.00844193468208e-06,2.25409976645566e-05,2254.09976645566,2.97752194247576e-06,297.752194247576,1956.34757220809,0.000101402663537738,"NM_001278921","CYP3A43","+",0,"NM_017460","CYP3A4","-",-45046
"chr12",46949770,46950879,46950216,23,6,8,2.57889816168699e-08,8.49405284331084e-06,2.25409976645566e-05,2254.09976645566,4.46628291371365e-06,446.628291371365,1807.4714750843,0.000105693549134416,"NM_001143824","SLC38A4","-",-123774,"NM_181847","AMIGO2","-",124828
"chr17",61219424,61220631,61219635,30,21,9,2.58576108302933e-08,0.00518261140226028,2.94013013015956e-05,2940.13013015956,1.56319901979978e-05,1563.19901979978,1376.93111035978,0.000105840162372654,"NM_001353146","BCAS3","+",0,"NR_136397","LOC101927855","-",141037
"chr7",92134885,92135696,92135121,22,9,9,2.60517087902201e-08,2.55706446007364e-05,2.15609542878368e-05,2156.09542878368,6.69942437057047e-06,669.942437057047,1486.15299172663,0.000106499319413332,"NR_122109","CYP51A1-AS1","+",0,"NM_001146152","CYP51A1","-",-141
"chr22",30054441,30055276,30055016,22,2,7,2.64836749197528e-08,1.24319957994778e-06,2.15609542878368e-05,2156.09542878368,1.48876097123788e-06,148.876097123788,2007.21933165989,0.000108127977608804,"NR_110541","HORMAD2-AS1","-",0,"NM_153050","MTMR3","+",-23574
"chr12",91613031,91613873,91613650,22,9,7,2.65862701853692e-08,0.00160930321680963,2.15609542878368e-05,2156.09542878368,6.69942437057047e-06,669.942437057047,1486.15299172663,0.000108409454141111,"NR_132340","LINC01619","-",371103,"NM_001920","DCN","-",-429908
"chr1",149400609,149401860,149401285,29,24,10,2.71476292557082e-08,0.00471947664798755,2.84212579248758e-05,2842.12579248758,1.78651316548546e-05,1786.51316548546,1055.61262700212,0.000110558531380331,"NM_001351365","NBPF19","+",74038,"NM_001135789","PPIAL4C","+",181963
"chr12",52279915,52280705,52280502,22,10,3,2.72821016888969e-08,0.00312222476634738,2.15609542878368e-05,2156.09542878368,7.44380485618941e-06,744.380485618941,1411.71494316474,0.000110965883862013,"NM_001320198","KRT86","+",0,"NM_002281","KRT81","-",5208
"chr14",82813656,82814115,82813886,21,13,4,2.73877842627002e-08,0.00140255587833438,2.05809109111169e-05,2058.09109111169,9.67694631304624e-06,967.694631304624,1090.39645980707,0.000111115138201984,"NR_146650","LINC02301","+",-106832,"NR_146498","LINC02311","-",-1070519
"chr19",38864413,38865074,38864829,22,10,5,2.73793835381397e-08,0.00809175466983514,2.15609542878368e-05,2156.09542878368,7.44380485618941e-06,744.380485618941,1411.71494316474,0.000111115138201984,"NM_001195833","RINL","-",2758,"NM_001005335","HNRNPL","-",-12075
"chr8",64686673,64687141,64686908,21,12,5,2.84086510982107e-08,0.00478617033734563,2.05809109111169e-05,2058.09109111169,8.93256582742729e-06,893.25658274273,1164.83450836896,0.000115111925718254,"NM_001324112","CYP7B1","-",0,"NM_152414","BHLHE22","+",-103040
"chr8",125069666,125070253,125069971,23,11,6,2.84634974478948e-08,0.00214497136468816,2.25409976645566e-05,2254.09976645566,8.18818534180835e-06,818.818534180835,1435.28123227483,0.000115189271100247,"NM_001330609","WASHC5","-",0,"NM_001349487","NSMCE2","+",21570
"chr2",137675858,137676551,137676217,22,7,8,2.85992554083236e-08,6.54528152090883e-05,2.15609542878368e-05,2156.09542878368,5.21066339933259e-06,521.066339933259,1635.02908885042,0.000115593453720904,"NM_001316349","THSD7B","+",0,"NR_120402","LOC101928273","-",202203
"chr6",15221670,15222687,15221962,22,7,5,2.91263315688184e-08,0.000195549043973342,2.15609542878368e-05,2156.09542878368,5.21066339933259e-06,521.066339933259,1635.02908885042,0.000117576284697444,"NM_004973","JARID2","+",23288,"NR_120502","JARID2-AS1","-",25128
"chr8",95112450,95113490,95113248,23,16,7,2.98965312506283e-08,0.00732706215559875,2.25409976645566e-05,2254.09976645566,1.19100877699031e-05,1191.00877699031,1063.09098946536,0.000120534357662029,"NM_024613","PLEKHF2","+",20231,"NR_132986","LOC105375650","-",-39269
"chr17",31321959,31323209,31322793.5,22,6,12,3.03554310576715e-08,2.9826127793342e-05,2.15609542878368e-05,2156.09542878368,4.46628291371365e-06,446.628291371365,1709.46713741231,0.000122231531242727,"NM_000267","NF1","+",0,"NM_001003927","EVI2A","-",-211
"chr17",64083653,64084856,64084635,24,13,10,3.0657816396662e-08,0.00733182532040066,2.35210410412765e-05,2352.10410412765,9.67694631304624e-06,967.694631304624,1384.40947282302,0.000123295020707685,"NM_001433","ERN1","-",0,"NR_132278","SNHG25","+",61114
"chr3",9955710,9956987,9956434,22,12,6,3.2913076264407e-08,0.00884798892905647,2.15609542878368e-05,2156.09542878368,8.93256582742729e-06,893.25658274273,1262.83884604095,0.000132199844039573,"NR_046734","PRRT3-AS1","+",-924,"NM_207351","PRRT3","-",-3296
"chr17",13187621,13188817,13187906,22,8,12,3.36999309569208e-08,0.00594427784979301,2.15609542878368e-05,2156.09542878368,5.95504388495153e-06,595.504388495153,1560.59104028853,0.000135191784543747,"NR_146885","LINC02093","-",110364,"NM_018127","ELAC2","-",-169558
"chr12",14832895,14834053,14833747,23,12,10,3.51256774777653e-08,0.00010071870045758,2.25409976645566e-05,2254.09976645566,8.93256582742729e-06,893.25658274273,1360.84318371293,0.000140736094698482,"NM_021071","ART4","-",0,"NM_175874","C12orf60","+",-9039
"chr5",140010945,140011515,140011256,21,4,3,3.52937584713331e-08,1.49066282502108e-05,2.05809109111169e-05,2058.09109111169,2.97752194247576e-06,297.752194247576,1760.33889686412,0.000141233871430511,"NM_013982","NRG2","-",0,"NR_102741","LINC01024","-",91407
"chr20",54148485,54149901,54149116,31,16,6,3.58033183101014e-08,0.000121488664067249,3.03813446783155e-05,3038.13446783155,1.19100877699031e-05,1191.00877699031,1847.12569084124,0.000143095202247765,"NM_001128915","CYP24A1","-",3548,"NM_002623","PFDN4","+",58062
"chr6",99142411,99142879,99142646,21,11,4,3.6880829723529e-08,0.00459532111800787,2.05809109111169e-05,2058.09109111169,8.18818534180835e-06,818.818534180835,1239.27255693086,0.000147219040623609,"NR_039672","MIR548AI","+",-17716,"NR_144463","FAXC","-",128282
"chr6",35601468,35602803,35602017,23,8,11,3.70423892670502e-08,0.00594427784979301,2.25409976645566e-05,2254.09976645566,5.95504388495153e-06,595.504388495153,1658.59537796051,0.000147680945948389,"NM_001145776","FKBP5","-",0,"NR_049873","MIR5690","-",61914
"chr14",76919197,76919959,76919568,22,7,4,3.72592203756739e-08,0.000747078467386086,2.15609542878368e-05,2156.09542878368,5.21066339933259e-06,521.066339933259,1635.02908885042,0.000148361794169857,"NR_133913","LINC01629","+",39679,"NM_194287","LRRC74A","+",-48896
"chr1",89066958,89067853,89067615,21,5,6,3.78465870864986e-08,1.96564404154609e-05,2.05809109111169e-05,2058.09109111169,3.72190242809471e-06,372.190242809471,1685.90084830222,0.00015051456856592,"NM_002053","GBP1","-",-1599,"NM_004120","GBP2","-",38280
"chr12",102563797,102564525,102564110,21,6,6,3.82633263962262e-08,6.10334468980067e-05,2.05809109111169e-05,2058.09109111169,4.46628291371365e-06,446.628291371365,1611.46279974033,0.000151984291467167,"NM_000618","IGF1","-",-83153,"NM_001111284","IGF1","-",-85147
"chr3",150819378,150819872,150819634,22,12,6,3.83692881911202e-08,0.00244510331855397,2.15609542878368e-05,2156.09542878368,8.93256582742729e-06,893.25658274273,1262.83884604095,0.000152217487143054,"NM_001351281","MINDY4B","-",51173,"NM_005067","SIAH2","-",-55903
"chr10",97408362,97408765,97408562,21,7,2,3.84697677047185e-08,0.000376840602729356,2.05809109111169e-05,2058.09109111169,5.21066339933259e-06,521.066339933259,1537.02475117843,0.000152428386761935,"NM_001145114","RRP12","-",-6993,"NM_002629","PGAM1","+",17360
"chr2",197922014,197922482,197922244,21,12,5,3.89065439865277e-08,0.000895681687280492,2.05809109111169e-05,2058.09109111169,8.93256582742729e-06,893.25658274273,1164.83450836896,0.000153969636632247,"NM_006226","PLCL1","+",0,"NM_001284358","BOLL","-",-135703
"chr12",9953763,9954222,9953989,21,13,4,3.95437635969387e-08,0.00626120852136658,2.05809109111169e-05,2058.09109111169,9.67694631304624e-06,967.694631304624,1090.39645980707,0.000156299369954466,"NM_001207010","CLEC12A","+",0,"NR_135047","CLEC12A-AS1","-",-427
"chr16",50396407,50397664,50397461,21,5,5,3.96003984048932e-08,7.67376403785214e-05,2.05809109111169e-05,2058.09109111169,3.72190242809471e-06,372.190242809471,1685.90084830222,0.000156331405145117,"NR_146572","LINC02178","-",-1275,"NM_001173984","BRD7","-",-27474
"chr1",115929672,115930325,115929945,24,9,10,3.97411600294717e-08,0.000396565094379797,2.35210410412765e-05,2352.10410412765,6.69942437057047e-06,669.942437057047,1682.1616670706,0.000156695064787832,"NR_125970","LOC101928977","-",0,"NR_125969","LINC01649","+",-3765
"chr15",71691915,71693207,71692688,23,4,13,3.98177981697501e-08,5.99277903131634e-05,2.25409976645566e-05,2254.09976645566,2.97752194247576e-06,297.752194247576,1956.34757220809,0.000156805312459339,"NM_024817","THSD4","+",0,"NR_120346","THSD4-AS2","-",-377
"chr8",109637454,109638788,109638088,23,0,18,3.99703996567524e-08,2.14379947127696e-09,2.25409976645566e-05,2254.09976645566,0,0,2254.09976645566,0.000157214074689966,"NM_001099748","SYBU","-",0,"NM_001317989","LOC100132813","+",5327
"chrX",57335297,57336322,57335908,21,12,6,4.00381295895258e-08,0.00477075628292722,2.05809109111169e-05,2058.09109111169,8.93256582742729e-06,893.25658274273,1164.83450836896,0.000157288424936808,"NM_174912","FAAH2","+",0,"NM_019003","SPIN2A","-",-197673
"chr1",93277304,93277737,93277534,21,9,4,4.28858236700691e-08,0.00262574423939965,2.05809109111169e-05,2058.09109111169,6.69942437057047e-06,669.942437057047,1388.14865405465,0.000168270286227756,"NM_206886","CCDC18","+",0,"NR_034089","CCDC18-AS1","-",32372
"chr6",109893121,109893732,109893519,21,12,4,4.31898918851203e-08,0.00648697778046747,2.05809109111169e-05,2058.09109111169,8.93256582742729e-06,893.25658274273,1164.83450836896,0.000169257193071773,"NM_014845","FIG4","+",-67691,"NM_001286099","GPR6","+",84524
"chr8",101009705,101010624,101009905,23,4,4,4.36792328972757e-08,7.44358475857076e-07,2.25409976645566e-05,2254.09976645566,2.97752194247576e-06,297.752194247576,1956.34757220809,0.000170966886342377,"NR_033962","FLJ42969","+",41430,"NM_003406","YWHAZ","-",-56311
"chr11",73034536,73035328,73034845,22,10,8,4.39264576934661e-08,0.00342178909101409,2.15609542878368e-05,2156.09542878368,7.44380485618941e-06,744.380485618941,1411.71494316474,0.000171725901795128,"NM_014824","FCHSD2","-",0,"NR_039664","MIR4459","+",-140815
"chr14",103930288,103931001,103930488,22,8,8,4.41017088403939e-08,0.00594427784979301,2.15609542878368e-05,2156.09542878368,5.95504388495153e-06,595.504388495153,1560.59104028853,0.00017220204479919,"NM_153046","TDRD9","+",0,"NM_001127393","C14orf2","-",-8723
"chr14",39218374,39218892,39218689,21,11,4,4.44817436218159e-08,0.00281906375849439,2.05809109111169e-05,2058.09109111169,8.18818534180835e-06,818.818534180835,1239.27255693086,0.00017347567670967,"NM_001329214","MIA2","+",15018,"NM_054024","MIA2","+",15029
"chr12",45284079,45285398,45285099,22,8,11,4.46251373631412e-08,2.93959911411568e-05,2.15609542878368e-05,2156.09542878368,5.95504388495153e-06,595.504388495153,1560.59104028853,0.000173775899663825,"NM_001025356","ANO6","+",0,"NM_001142678","ANO6","+",7285
"chr8",100416505,100417828,100417465,22,6,5,4.46666156284081e-08,4.79286824509595e-05,2.15609542878368e-05,2156.09542878368,4.46628291371365e-06,446.628291371365,1709.46713741231,0.000173775899663825,"NR_039681","MIR4471","+",-33661,"NM_001280539","RNF19A","-",-80288
"chr18",76001454,76002108,76001689,21,10,8,4.57506459383694e-08,0.000920946344195039,2.05809109111169e-05,2058.09109111169,7.44380485618941e-06,744.380485618941,1313.71060549275,0.000177778621578286,"NR_040034","LOC339298","+",120890,"NR_146507","LINC01893","+",207402
"chr10",68525653,68526112,68525879,21,11,5,4.61085115643911e-08,0.000487447242632832,2.05809109111169e-05,2058.09109111169,8.18818534180835e-06,818.818534180835,1239.27255693086,0.000178876929113385,"NM_001324314","SLC25A16","-",0,"NR_136737","SLC25A16","-",-7436
"chr3",192927871,192929187,192928816,22,1,12,4.61443485644253e-08,5.71698769435969e-08,2.15609542878368e-05,2156.09542878368,7.44380485618941e-07,74.4380485618941,2081.65738022178,0.000178876929113385,"NM_178496","MB21D2","-",-9711,"NM_004113","FGF12","-",-200273
"chr17",61861213,61862427,61862066,30,11,9,4.65394640603023e-08,1.78183320387326e-06,2.94013013015956e-05,2940.13013015956,8.18818534180835e-06,818.818534180835,2121.31159597873,0.000180191743070844,"NM_032043","BRIP1","-",0,"NM_001330417","INTS2","-",2940
"chr16",75061784,75062654,75062451,22,2,5,4.73686433410947e-08,2.90244679623797e-07,2.15609542878368e-05,2156.09542878368,1.48876097123788e-06,148.876097123788,2007.21933165989,0.000183181993130479,"NM_032268","ZNRF1","+",0,"NM_153486","LDHD","-",49206
"chr2",156450665,156451133,156450895,21,13,4,4.79699030497827e-08,0.00310275458676768,2.05809109111169e-05,2058.09109111169,9.67694631304624e-06,967.694631304624,1090.39645980707,0.000185284728333565,"NM_001083112","GPD2","+",0,"NR_147695","FLJ46875","-",-108546
"chr1",120282149,120283521,120283228,29,14,15,4.82444395544235e-08,5.76681795569911e-05,2.84212579248758e-05,2842.12579248758,1.04213267986652e-05,1042.13267986652,1799.99311262106,0.000186121963357037,"NM_004892","SEC22B","-",-105629,"NR_102404","NBPF8","+",131506
"chr1",120733478,120734847,120734273,29,21,14,4.8924176820897e-08,0.00213934488893197,2.84212579248758e-05,2842.12579248758,1.56319901979978e-05,1563.19901979978,1278.9267726878,0.000188518547378687,"NR_144516","LOC100996724","-",-68043,"NM_001351372","NBPF26","+",70709
"chr2",169785028,169785487,169785258,21,12,5,4.91414380299204e-08,0.00317059968555478,2.05809109111169e-05,2058.09109111169,8.93256582742729e-06,893.25658274273,1164.83450836896,0.000189129484188984,"NM_003142","SSB","+",13325,"NM_001294145","SSB","+",13541
"chr1",234684027,234685020,234684529,23,6,9,4.92899779880318e-08,1.51343819595473e-05,2.25409976645566e-05,2254.09976645566,4.46628291371365e-06,446.628291371365,1807.4714750843,0.000189474792687258,"NR_125944","LOC101927787","+",-23104,"NR_038856","LINC01132","+",39022
"chr13",18870448,18871054,18870836,21,9,9,4.95826703028612e-08,0.000413157390767527,2.05809109111169e-05,2058.09109111169,6.69942437057047e-06,669.942437057047,1388.14865405465,0.000190372751273849,"NR_138091","ANKRD20A9P","-",0,"NR_104118","LINC00408","+",34385
"chr18",54344118,54344586,54344353,21,10,5,4.96588408172016e-08,0.000476831523075982,2.05809109111169e-05,2058.09109111169,7.44380485618941e-06,744.380485618941,1313.71060549275,0.000190438225709245,"NM_139171","STARD6","-",0,"NR_110234","C18orf54","+",13331
"chr12",9131816,9132578,9132256,21,0,6,5.03548431840528e-08,2.5099512013238e-07,2.05809109111169e-05,2058.09109111169,0,0,2058.09109111169,0.000192648659444422,"NM_001347424","A2M","-",-15588,"NM_002864","PZP","-",16262
"chr16",10590116,10590821,10590618,21,4,4,5.03172931098916e-08,1.44692191900164e-05,2.05809109111169e-05,2058.09109111169,2.97752194247576e-06,297.752194247576,1760.33889686412,0.000192648659444422,"NM_001424","EMP2","-",-9401,"NM_144674","TEKT5","-",36683
"chr6",138582161,138583147,138582923,22,5,8,5.05774213621635e-08,2.37611150655237e-05,2.15609542878368e-05,2156.09542878368,3.72190242809471e-06,372.190242809471,1783.90518597421,0.000193270666293754,"NM_020464","NHSL1","-",-9631,"NM_001144060","NHSL1","-",-82720
